Orthogroup	Ofaveolata_out_PRO	Mcavernosa2015_out_PRO
OG0007387	Ofaveolata268317	Mcavernosa33630
OG0007388	Ofaveolata266712	Mcavernosa26622
OG0007389	Ofaveolata257827	Mcavernosa26153
OG0007390	Ofaveolata234559	Mcavernosa6329
OG0007391	Ofaveolata258987	Mcavernosa255221
OG0007392	Ofaveolata248484	Mcavernosa31438
OG0007393	Ofaveolata266008	Mcavernosa53503
OG0007394	Ofaveolata251469	Mcavernosa157577
OG0007395	Ofaveolata265418	Mcavernosa387506
OG0007396	Ofaveolata268375	Mcavernosa160053
OG0007397	Ofaveolata264528	Mcavernosa102650
OG0007398	Ofaveolata260946	Mcavernosa41514
OG0007399	Ofaveolata263413	Mcavernosa37872
OG0007400	Ofaveolata242508	Mcavernosa105506
OG0007401	Ofaveolata254616	Mcavernosa70602
OG0007402	Ofaveolata265921	Mcavernosa33522
OG0007403	Ofaveolata266699	Mcavernosa431193
OG0007404	Ofaveolata267123	Mcavernosa113026
OG0007405	Ofaveolata266074	Mcavernosa5397
OG0007406	Ofaveolata267416	Mcavernosa118840
OG0007407	Ofaveolata261597	Mcavernosa294755
OG0007408	Ofaveolata265005	Mcavernosa293857
OG0007409	Ofaveolata263669	Mcavernosa72040
OG0007410	Ofaveolata266804	Mcavernosa296962
OG0007411	Ofaveolata264910	Mcavernosa29868
OG0007412	Ofaveolata261498	Mcavernosa65954
OG0007413	Ofaveolata266073	Mcavernosa49289
OG0007414	Ofaveolata266396	Mcavernosa45317
OG0007415	Ofaveolata259883	Mcavernosa124283
OG0007416	Ofaveolata256171	Mcavernosa67224
OG0007417	Ofaveolata251866	Mcavernosa48409
OG0007418	Ofaveolata267924	Mcavernosa111476
OG0007419	Ofaveolata268282	Mcavernosa51308
OG0007420	Ofaveolata167369	Mcavernosa91999
OG0007421	Ofaveolata264128	Mcavernosa59837
OG0007422	Ofaveolata266501	Mcavernosa14600
OG0007423	Ofaveolata249173	Mcavernosa85911
OG0007424	Ofaveolata267560	Mcavernosa17622
OG0007425	Ofaveolata259967	Mcavernosa28748
OG0007426	Ofaveolata245834	Mcavernosa15862
OG0007427	Ofaveolata252559	Mcavernosa357853
OG0007428	Ofaveolata263445	Mcavernosa13666
OG0007429	Ofaveolata228838	Mcavernosa120029
OG0007430	Ofaveolata227449	Mcavernosa26639
OG0007431	Ofaveolata221059	Mcavernosa330260
OG0007432	Ofaveolata257123	Mcavernosa319809
OG0007433	Ofaveolata246840	Mcavernosa1541
OG0007434	Ofaveolata265141	Mcavernosa33031
OG0007435	Ofaveolata260152	Mcavernosa21366
OG0007436	Ofaveolata249708	Mcavernosa46347
OG0007437	Ofaveolata250787	Mcavernosa112393
OG0007438	Ofaveolata264542	Mcavernosa103225
OG0007439	Ofaveolata260335	Mcavernosa69137
OG0007440	Ofaveolata250702	Mcavernosa18820
OG0007441	Ofaveolata266640	Mcavernosa164818
OG0007442	Ofaveolata264697	Mcavernosa75110
OG0007443	Ofaveolata266408	Mcavernosa20671
OG0007444	Ofaveolata261824	Mcavernosa24747
OG0007445	Ofaveolata262735	Mcavernosa2428
OG0007446	Ofaveolata221726	Mcavernosa36623
OG0007447	Ofaveolata257906	Mcavernosa61629
OG0007448	Ofaveolata268802	Mcavernosa172783
OG0007449	Ofaveolata267752	Mcavernosa90405
OG0007450	Ofaveolata264119	Mcavernosa20307
OG0007451	Ofaveolata236531	Mcavernosa56919
OG0007452	Ofaveolata262478	Mcavernosa44809
OG0007454	Ofaveolata269707	Mcavernosa22351
OG0007455	Ofaveolata262327	Mcavernosa598864
OG0007456	Ofaveolata263000	Mcavernosa8706
OG0007457	Ofaveolata267107	Mcavernosa135788
OG0007458	Ofaveolata253213	Mcavernosa10891
OG0007459	Ofaveolata1422851	Mcavernosa687650
OG0007460	Ofaveolata258383	Mcavernosa4113
OG0007461	Ofaveolata258973	Mcavernosa49447
OG0007462	Ofaveolata268700	Mcavernosa12855
OG0007463	Ofaveolata260241	Mcavernosa43020
OG0007464	Ofaveolata249243	Mcavernosa95595
OG0007465	Ofaveolata260497	Mcavernosa689133
OG0007466	Ofaveolata253200	Mcavernosa90623
OG0007467	Ofaveolata256745	Mcavernosa33825
OG0007468	Ofaveolata269274	Mcavernosa53219
OG0007469	Ofaveolata243045	Mcavernosa7645
OG0007470	Ofaveolata247690	Mcavernosa38318
OG0007471	Ofaveolata263977	Mcavernosa38177
OG0007472	Ofaveolata268668	Mcavernosa34019
OG0007474	Ofaveolata257570	Mcavernosa10540
OG0007475	Ofaveolata263369	Mcavernosa6032
OG0007476	Ofaveolata257364	Mcavernosa167290
OG0007477	Ofaveolata245694	Mcavernosa21486
OG0007478	Ofaveolata232828	Mcavernosa70375
OG0007479	Ofaveolata262957	Mcavernosa30879
OG0007480	Ofaveolata265266	Mcavernosa80238
OG0007481	Ofaveolata247477	Mcavernosa8605
OG0007482	Ofaveolata267243	Mcavernosa52349
OG0007483	Ofaveolata263121	Mcavernosa94207
OG0007484	Ofaveolata257257	Mcavernosa59623
OG0007485	Ofaveolata247425	Mcavernosa19190
OG0007486	Ofaveolata254199	Mcavernosa332858
OG0007487	Ofaveolata240705	Mcavernosa20905
OG0007488	Ofaveolata259024	Mcavernosa5053
OG0007489	Ofaveolata252814	Mcavernosa284301
OG0007490	Ofaveolata269083	Mcavernosa11671
OG0007491	Ofaveolata266610	Mcavernosa20491
OG0007492	Ofaveolata260211	Mcavernosa27324
OG0007493	Ofaveolata261523	Mcavernosa51611
OG0007494	Ofaveolata264677	Mcavernosa7622
OG0007495	Ofaveolata269701	Mcavernosa25671
OG0007496	Ofaveolata255117	Mcavernosa214758
OG0007497	Ofaveolata268041	Mcavernosa35123
OG0007498	Ofaveolata256026	Mcavernosa42805
OG0007499	Ofaveolata269352	Mcavernosa56381
OG0007500	Ofaveolata254963	Mcavernosa33939
OG0007501	Ofaveolata254483	Mcavernosa11206
OG0007502	Ofaveolata258119	Mcavernosa457
OG0007503	Ofaveolata259017	Mcavernosa46860
OG0007504	Ofaveolata266758	Mcavernosa87527
OG0007505	Ofaveolata269401	Mcavernosa11340
OG0007506	Ofaveolata259601	Mcavernosa10219
OG0007507	Ofaveolata262431	Mcavernosa17810
OG0007508	Ofaveolata258058	Mcavernosa68313
OG0007509	Ofaveolata262177	Mcavernosa2621
OG0007510	Ofaveolata266488	Mcavernosa57804
OG0007511	Ofaveolata263923	Mcavernosa132216
OG0007512	Ofaveolata266846	Mcavernosa11892
OG0007513	Ofaveolata245811	Mcavernosa4554
OG0007515	Ofaveolata268062	Mcavernosa79074
OG0007516	Ofaveolata259889	Mcavernosa38486
OG0007517	Ofaveolata114831	Mcavernosa45752
OG0007518	Ofaveolata263936	Mcavernosa151124
OG0007519	Ofaveolata263198	Mcavernosa69393
OG0007520	Ofaveolata259462	Mcavernosa24809
OG0007521	Ofaveolata170831	Mcavernosa121682
OG0007522	Ofaveolata257459	Mcavernosa31449
OG0007523	Ofaveolata257325	Mcavernosa126874
OG0007524	Ofaveolata229341	Mcavernosa33589
OG0007525	Ofaveolata243820	Mcavernosa76804
OG0007526	Ofaveolata265545	Mcavernosa11953
OG0007527	Ofaveolata265971	Mcavernosa30199
OG0007528	Ofaveolata256370	Mcavernosa34507
OG0007529	Ofaveolata263557	Mcavernosa142452
OG0007530	Ofaveolata253068	Mcavernosa20393
OG0007531	Ofaveolata256166	Mcavernosa50689
OG0007532	Ofaveolata267508	Mcavernosa10648
OG0007533	Ofaveolata267723	Mcavernosa54117
OG0007534	Ofaveolata266635	Mcavernosa71985
OG0007535	Ofaveolata269361	Mcavernosa146991
OG0007536	Ofaveolata261530	Mcavernosa97682
OG0007537	Ofaveolata253353	Mcavernosa32744
OG0007538	Ofaveolata241870	Mcavernosa83470
OG0007539	Ofaveolata262632	Mcavernosa27982
OG0007540	Ofaveolata266441	Mcavernosa68925
OG0007541	Ofaveolata258190	Mcavernosa35215
OG0007542	Ofaveolata260217	Mcavernosa80361
OG0007543	Ofaveolata250197	Mcavernosa510248
OG0007544	Ofaveolata260355	Mcavernosa45863
OG0007545	Ofaveolata256987	Mcavernosa11659
OG0007546	Ofaveolata246628	Mcavernosa47611
OG0007547	Ofaveolata266776	Mcavernosa30806
OG0007548	Ofaveolata264233	Mcavernosa47604
OG0007549	Ofaveolata264946	Mcavernosa43992
OG0007550	Ofaveolata244980	Mcavernosa115105
OG0007551	Ofaveolata268413	Mcavernosa51093
OG0007552	Ofaveolata113276	Mcavernosa1367
OG0007553	Ofaveolata253403	Mcavernosa30676
OG0007554	Ofaveolata269207	Mcavernosa28905
OG0007555	Ofaveolata259094	Mcavernosa254199
OG0007556	Ofaveolata227095	Mcavernosa51688
OG0007557	Ofaveolata260717	Mcavernosa14345
OG0007558	Ofaveolata261984	Mcavernosa31934
OG0007559	Ofaveolata264083	Mcavernosa44498
OG0007561	Ofaveolata253264	Mcavernosa69199
OG0007562	Ofaveolata255289	Mcavernosa33290
OG0007563	Ofaveolata255762	Mcavernosa59960
OG0007564	Ofaveolata265063	Mcavernosa72166
OG0007565	Ofaveolata260236	Mcavernosa17864
OG0007566	Ofaveolata260284	Mcavernosa105568
OG0007567	Ofaveolata59839	Mcavernosa315827
OG0007568	Ofaveolata241949	Mcavernosa554811
OG0007569	Ofaveolata258468	Mcavernosa108134
OG0007570	Ofaveolata266465	Mcavernosa44598
OG0007571	Ofaveolata255948	Mcavernosa9514
OG0007572	Ofaveolata259095	Mcavernosa53139
OG0007573	Ofaveolata222539	Mcavernosa29063
OG0007574	Ofaveolata268616	Mcavernosa47889
OG0007575	Ofaveolata268858	Mcavernosa41543
OG0007576	Ofaveolata265593	Mcavernosa69566
OG0007577	Ofaveolata247158	Mcavernosa32689
OG0007578	Ofaveolata264484	Mcavernosa190222
OG0007579	Ofaveolata264111	Mcavernosa12710
OG0007580	Ofaveolata262534	Mcavernosa37715
OG0007581	Ofaveolata254046	Mcavernosa23273
OG0007582	Ofaveolata259349	Mcavernosa74393
OG0007583	Ofaveolata259161	Mcavernosa28323
OG0007584	Ofaveolata256788	Mcavernosa83716
OG0007585	Ofaveolata267579	Mcavernosa87068
OG0007586	Ofaveolata260436	Mcavernosa147742
OG0007587	Ofaveolata267901	Mcavernosa5723
OG0007588	Ofaveolata266204	Mcavernosa13289
OG0007589	Ofaveolata258598	Mcavernosa47876
OG0007590	Ofaveolata268320	Mcavernosa288256
OG0007591	Ofaveolata257673	Mcavernosa233675
OG0007592	Ofaveolata259327	Mcavernosa23894
OG0007593	Ofaveolata212967	Mcavernosa6172
OG0007594	Ofaveolata186328	Mcavernosa97850
OG0007595	Ofaveolata269202	Mcavernosa6092
OG0007596	Ofaveolata250921	Mcavernosa6376
OG0007597	Ofaveolata268900	Mcavernosa18217
OG0007598	Ofaveolata266328	Mcavernosa27765
OG0007599	Ofaveolata261098	Mcavernosa4819
OG0007600	Ofaveolata268117	Mcavernosa25999
OG0007601	Ofaveolata263985	Mcavernosa26743
OG0007602	Ofaveolata264157	Mcavernosa6066
OG0007603	Ofaveolata267762	Mcavernosa135675
OG0007604	Ofaveolata268124	Mcavernosa44358
OG0007605	Ofaveolata253152	Mcavernosa55099
OG0007606	Ofaveolata243590	Mcavernosa49613
OG0007607	Ofaveolata265424	Mcavernosa51535
OG0007608	Ofaveolata255722	Mcavernosa599957
OG0007609	Ofaveolata252629	Mcavernosa287308
OG0007610	Ofaveolata261615	Mcavernosa29020
OG0007611	Ofaveolata264123	Mcavernosa28558
OG0007612	Ofaveolata269741	Mcavernosa19164
OG0007613	Ofaveolata259753	Mcavernosa12706
OG0007614	Ofaveolata65232	Mcavernosa11329
OG0007615	Ofaveolata269133	Mcavernosa48221
OG0007616	Ofaveolata266593	Mcavernosa274961
OG0007617	Ofaveolata258410	Mcavernosa41384
OG0007618	Ofaveolata260514	Mcavernosa28127
OG0007619	Ofaveolata262757	Mcavernosa34162
OG0007620	Ofaveolata267565	Mcavernosa4090
OG0007621	Ofaveolata263431	Mcavernosa129330
OG0007622	Ofaveolata193433	Mcavernosa160302
OG0007623	Ofaveolata261158	Mcavernosa58666
OG0007624	Ofaveolata248851	Mcavernosa55425
OG0007625	Ofaveolata268466	Mcavernosa53392
OG0007626	Ofaveolata263399	Mcavernosa18787
OG0007627	Ofaveolata269092	Mcavernosa60763
OG0007628	Ofaveolata268557	Mcavernosa50024
OG0007629	Ofaveolata258324	Mcavernosa103009
OG0007630	Ofaveolata249694	Mcavernosa2314
OG0007631	Ofaveolata250898	Mcavernosa12082
OG0007632	Ofaveolata261853	Mcavernosa47405
OG0007633	Ofaveolata265416	Mcavernosa26836
OG0007634	Ofaveolata253198	Mcavernosa155408
OG0007635	Ofaveolata265565	Mcavernosa34447
OG0007636	Ofaveolata269116	Mcavernosa88183
OG0007637	Ofaveolata264290	Mcavernosa16817
OG0007638	Ofaveolata264683	Mcavernosa637
OG0007639	Ofaveolata242675	Mcavernosa42891
OG0007640	Ofaveolata260687	Mcavernosa46973
OG0007641	Ofaveolata237739	Mcavernosa121852
OG0007642	Ofaveolata267581	Mcavernosa213875
OG0007643	Ofaveolata264695	Mcavernosa109693
OG0007644	Ofaveolata258744	Mcavernosa32204
OG0007645	Ofaveolata260193	Mcavernosa65148
OG0007646	Ofaveolata267881	Mcavernosa137688
OG0007647	Ofaveolata264231	Mcavernosa6566
OG0007648	Ofaveolata248921	Mcavernosa3172
OG0007649	Ofaveolata248944	Mcavernosa190035
OG0007650	Ofaveolata268135	Mcavernosa35946
OG0007651	Ofaveolata262815	Mcavernosa62115
OG0007652	Ofaveolata257870	Mcavernosa21165
OG0007653	Ofaveolata263020	Mcavernosa27511
OG0007654	Ofaveolata230051	Mcavernosa361315
OG0007655	Ofaveolata267186	Mcavernosa25546
OG0007656	Ofaveolata261009	Mcavernosa119530
OG0007657	Ofaveolata972882	Mcavernosa181813
OG0007658	Ofaveolata254539	Mcavernosa28187
OG0007659	Ofaveolata263656	Mcavernosa21710
OG0007660	Ofaveolata247385	Mcavernosa23901
OG0007661	Ofaveolata266055	Mcavernosa43237
OG0007662	Ofaveolata260626	Mcavernosa343666
OG0007663	Ofaveolata265551	Mcavernosa285907
OG0007664	Ofaveolata257874	Mcavernosa69781
OG0007665	Ofaveolata1929276	Mcavernosa107670
OG0007666	Ofaveolata263657	Mcavernosa60331
OG0007667	Ofaveolata252478	Mcavernosa57769
OG0007668	Ofaveolata267438	Mcavernosa77809
OG0007669	Ofaveolata263678	Mcavernosa146242
OG0007670	Ofaveolata266361	Mcavernosa89619
OG0007671	Ofaveolata258628	Mcavernosa35313
OG0007672	Ofaveolata257600	Mcavernosa38254
OG0007673	Ofaveolata264898	Mcavernosa5525
OG0007674	Ofaveolata238534	Mcavernosa1091
OG0007675	Ofaveolata259188	Mcavernosa24901
OG0007676	Ofaveolata247567	Mcavernosa4461
OG0007677	Ofaveolata266434	Mcavernosa24728
OG0007678	Ofaveolata249009	Mcavernosa2466
OG0007679	Ofaveolata248556	Mcavernosa231748
OG0007680	Ofaveolata242264	Mcavernosa194161
OG0007681	Ofaveolata254663	Mcavernosa185798
OG0007682	Ofaveolata248638	Mcavernosa53726
OG0007683	Ofaveolata252374	Mcavernosa14308
OG0007684	Ofaveolata262488	Mcavernosa107070
OG0007685	Ofaveolata267239	Mcavernosa24684
OG0007686	Ofaveolata257626	Mcavernosa49926
OG0007687	Ofaveolata251184	Mcavernosa83403
OG0007688	Ofaveolata262148	Mcavernosa157867
OG0007689	Ofaveolata259828	Mcavernosa26167
OG0007690	Ofaveolata254674	Mcavernosa135731
OG0007691	Ofaveolata258434	Mcavernosa25884
OG0007692	Ofaveolata264906	Mcavernosa26163
OG0007693	Ofaveolata260045	Mcavernosa85329
OG0007694	Ofaveolata262953	Mcavernosa8914
OG0007695	Ofaveolata246334	Mcavernosa3801
OG0007696	Ofaveolata252578	Mcavernosa23077
OG0007697	Ofaveolata253608	Mcavernosa127219
OG0007698	Ofaveolata255298	Mcavernosa20418
OG0007699	Ofaveolata268340	Mcavernosa76528
OG0007700	Ofaveolata259718	Mcavernosa101294
OG0007701	Ofaveolata254225	Mcavernosa22628
OG0007702	Ofaveolata258234	Mcavernosa126969
OG0007703	Ofaveolata266932	Mcavernosa36762
OG0007704	Ofaveolata264908	Mcavernosa7345
OG0007705	Ofaveolata251672	Mcavernosa241832
OG0007706	Ofaveolata1949505	Mcavernosa347486
OG0007707	Ofaveolata266210	Mcavernosa45155
OG0007708	Ofaveolata261079	Mcavernosa59705
OG0007709	Ofaveolata173111	Mcavernosa282728
OG0007710	Ofaveolata261216	Mcavernosa5710
OG0007711	Ofaveolata255642	Mcavernosa5534
OG0007712	Ofaveolata259728	Mcavernosa27931
OG0007713	Ofaveolata265824	Mcavernosa34202
OG0007714	Ofaveolata1217011	Mcavernosa620887
OG0007715	Ofaveolata264244	Mcavernosa2494
OG0007716	Ofaveolata266193	Mcavernosa23326
OG0007717	Ofaveolata253410	Mcavernosa215348
OG0007718	Ofaveolata263912	Mcavernosa48343
OG0007719	Ofaveolata254388	Mcavernosa98284
OG0007720	Ofaveolata264258	Mcavernosa251766
OG0007721	Ofaveolata249949	Mcavernosa14588
OG0007722	Ofaveolata250437	Mcavernosa19123
OG0007723	Ofaveolata1152249	Mcavernosa335771
OG0007724	Ofaveolata264740	Mcavernosa102238
OG0007725	Ofaveolata256201	Mcavernosa23599
OG0007726	Ofaveolata266255	Mcavernosa269061
OG0007727	Ofaveolata247248	Mcavernosa21065
OG0007728	Ofaveolata202009	Mcavernosa321595
OG0007729	Ofaveolata266499	Mcavernosa14835
OG0007730	Ofaveolata250519	Mcavernosa19197
OG0007731	Ofaveolata251614	Mcavernosa14246
OG0007732	Ofaveolata253807	Mcavernosa28629
OG0007733	Ofaveolata229098	Mcavernosa281340
OG0007734	Ofaveolata247308	Mcavernosa126139
OG0007735	Ofaveolata247589	Mcavernosa36618
OG0007736	Ofaveolata265637	Mcavernosa41942
OG0007737	Ofaveolata262722	Mcavernosa54731
OG0007738	Ofaveolata262453	Mcavernosa91143
OG0007739	Ofaveolata263544	Mcavernosa126177
OG0007740	Ofaveolata62504	Mcavernosa400463
OG0007741	Ofaveolata257358	Mcavernosa13586
OG0007742	Ofaveolata268692	Mcavernosa27309
OG0007743	Ofaveolata264280	Mcavernosa23089
OG0007744	Ofaveolata248770	Mcavernosa52486
OG0007745	Ofaveolata252033	Mcavernosa27627
OG0007746	Ofaveolata251262	Mcavernosa23964
OG0007747	Ofaveolata265569	Mcavernosa12843
OG0007748	Ofaveolata228598	Mcavernosa45859
OG0007749	Ofaveolata251637	Mcavernosa69126
OG0007750	Ofaveolata267326	Mcavernosa3354
OG0007751	Ofaveolata268509	Mcavernosa15212
OG0007752	Ofaveolata258638	Mcavernosa59707
OG0007753	Ofaveolata269059	Mcavernosa56962
OG0007754	Ofaveolata259461	Mcavernosa399392
OG0007755	Ofaveolata259362	Mcavernosa12013
OG0007756	Ofaveolata268774	Mcavernosa22677
OG0007757	Ofaveolata262808	Mcavernosa38120
OG0007758	Ofaveolata263191	Mcavernosa75233
OG0007759	Ofaveolata265602	Mcavernosa11367
OG0007760	Ofaveolata241014	Mcavernosa187
OG0007761	Ofaveolata252145	Mcavernosa155865
OG0007762	Ofaveolata261958	Mcavernosa29499
OG0007763	Ofaveolata263126	Mcavernosa38682
OG0007764	Ofaveolata264090	Mcavernosa5612
OG0007765	Ofaveolata268311	Mcavernosa140495
OG0007766	Ofaveolata260082	Mcavernosa13421
OG0007767	Ofaveolata246196	Mcavernosa19383
OG0007768	Ofaveolata241097	Mcavernosa37185
OG0007769	Ofaveolata265865	Mcavernosa18293
OG0007770	Ofaveolata256199	Mcavernosa412460
OG0007771	Ofaveolata266962	Mcavernosa60251
OG0007772	Ofaveolata253477	Mcavernosa25639
OG0007773	Ofaveolata257267	Mcavernosa90378
OG0007774	Ofaveolata258010	Mcavernosa16470
OG0007775	Ofaveolata261846	Mcavernosa35388
OG0007776	Ofaveolata268376	Mcavernosa75941
OG0007777	Ofaveolata255983	Mcavernosa233799
OG0007778	Ofaveolata260403	Mcavernosa10531
OG0007779	Ofaveolata264488	Mcavernosa46658
OG0007780	Ofaveolata265385	Mcavernosa3466
OG0007781	Ofaveolata264390	Mcavernosa223936
OG0007782	Ofaveolata253679	Mcavernosa6208
OG0007783	Ofaveolata266170	Mcavernosa89929
OG0007784	Ofaveolata242753	Mcavernosa16524
OG0007785	Ofaveolata266166	Mcavernosa8051
OG0007786	Ofaveolata262676	Mcavernosa39376
OG0007787	Ofaveolata1936691	Mcavernosa311386
OG0007788	Ofaveolata255108	Mcavernosa37905
OG0007789	Ofaveolata264198	Mcavernosa51557
OG0007790	Ofaveolata259656	Mcavernosa21541
OG0007791	Ofaveolata244721	Mcavernosa111896
OG0007792	Ofaveolata266850	Mcavernosa90044
OG0007793	Ofaveolata268628	Mcavernosa19345
OG0007794	Ofaveolata224915	Mcavernosa177857
OG0007795	Ofaveolata255308	Mcavernosa68026
OG0007796	Ofaveolata267412	Mcavernosa56086
OG0007797	Ofaveolata233450	Mcavernosa146676
OG0007798	Ofaveolata269543	Mcavernosa11764
OG0007799	Ofaveolata262807	Mcavernosa13541
OG0007800	Ofaveolata267055	Mcavernosa42799
OG0007801	Ofaveolata264535	Mcavernosa72851
OG0007802	Ofaveolata249280	Mcavernosa136371
OG0007803	Ofaveolata225693	Mcavernosa832
OG0007804	Ofaveolata263457	Mcavernosa41449
OG0007805	Ofaveolata255151	Mcavernosa48009
OG0007806	Ofaveolata2762	Mcavernosa123532
OG0007807	Ofaveolata266322	Mcavernosa29363
OG0007808	Ofaveolata245333	Mcavernosa48978
OG0007809	Ofaveolata253870	Mcavernosa55812
OG0007810	Ofaveolata269840	Mcavernosa48646
OG0007811	Ofaveolata262447	Mcavernosa80132
OG0007812	Ofaveolata264657	Mcavernosa51757
OG0007813	Ofaveolata252891	Mcavernosa49254
OG0007814	Ofaveolata267199	Mcavernosa55988
OG0007815	Ofaveolata254581	Mcavernosa48853
OG0007816	Ofaveolata265526	Mcavernosa23252
OG0007817	Ofaveolata251597	Mcavernosa207205
OG0007819	Ofaveolata250859	Mcavernosa28154
OG0007820	Ofaveolata264048	Mcavernosa22301
OG0007821	Ofaveolata268498	Mcavernosa13267
OG0007822	Ofaveolata255476	Mcavernosa37816
OG0007823	Ofaveolata264067	Mcavernosa29353
OG0007824	Ofaveolata264177	Mcavernosa42627
OG0007825	Ofaveolata209225	Mcavernosa362616
OG0007826	Ofaveolata269031	Mcavernosa24266
OG0007827	Ofaveolata254522	Mcavernosa319838
OG0007828	Ofaveolata268239	Mcavernosa8627
OG0007829	Ofaveolata231030	Mcavernosa100826
OG0007830	Ofaveolata258278	Mcavernosa3440
OG0007831	Ofaveolata186174	Mcavernosa262182
OG0007832	Ofaveolata265446	Mcavernosa119238
OG0007833	Ofaveolata267013	Mcavernosa38997
OG0007834	Ofaveolata262775	Mcavernosa47298
OG0007835	Ofaveolata263025	Mcavernosa31787
OG0007836	Ofaveolata259425	Mcavernosa14778
OG0007837	Ofaveolata268332	Mcavernosa62538
OG0007838	Ofaveolata260845	Mcavernosa63834
OG0007839	Ofaveolata268725	Mcavernosa18889
OG0007840	Ofaveolata251594	Mcavernosa9596
OG0007841	Ofaveolata236093	Mcavernosa4155
OG0007842	Ofaveolata266427	Mcavernosa131507
OG0007843	Ofaveolata1197261	Mcavernosa14978
OG0007844	Ofaveolata251857	Mcavernosa194757
OG0007845	Ofaveolata266487	Mcavernosa232915
OG0007846	Ofaveolata33681	Mcavernosa259559
OG0007847	Ofaveolata262349	Mcavernosa70336
OG0007848	Ofaveolata247197	Mcavernosa178750
OG0007849	Ofaveolata265590	Mcavernosa52032
OG0007850	Ofaveolata256831	Mcavernosa23215
OG0007851	Ofaveolata257890	Mcavernosa26253
OG0007852	Ofaveolata268299	Mcavernosa156863
OG0007853	Ofaveolata258563	Mcavernosa332774
OG0007854	Ofaveolata266887	Mcavernosa27277
OG0007855	Ofaveolata256790	Mcavernosa74036
OG0007856	Ofaveolata246153	Mcavernosa27970
OG0007857	Ofaveolata267037	Mcavernosa32849
OG0007858	Ofaveolata256437	Mcavernosa2471
OG0007859	Ofaveolata256357	Mcavernosa84561
OG0007860	Ofaveolata253802	Mcavernosa40726
OG0007861	Ofaveolata252521	Mcavernosa60693
OG0007862	Ofaveolata226437	Mcavernosa386141
OG0007863	Ofaveolata259567	Mcavernosa24645
OG0007864	Ofaveolata256229	Mcavernosa3283
OG0007865	Ofaveolata264828	Mcavernosa98727
OG0007866	Ofaveolata258906	Mcavernosa168998
OG0007867	Ofaveolata265125	Mcavernosa14949
OG0007868	Ofaveolata265363	Mcavernosa13949
OG0007869	Ofaveolata265048	Mcavernosa86316
OG0007870	Ofaveolata262227	Mcavernosa43955
OG0007871	Ofaveolata267018	Mcavernosa67569
OG0007872	Ofaveolata254112	Mcavernosa253862
OG0007873	Ofaveolata253027	Mcavernosa3111
OG0007874	Ofaveolata246376	Mcavernosa16118
OG0007875	Ofaveolata257959	Mcavernosa24330
OG0007876	Ofaveolata267075	Mcavernosa31726
OG0007877	Ofaveolata252133	Mcavernosa10051
OG0007878	Ofaveolata264508	Mcavernosa78168
OG0007879	Ofaveolata263210	Mcavernosa22602
OG0007880	Ofaveolata264954	Mcavernosa63433
OG0007881	Ofaveolata255346	Mcavernosa310260
OG0007882	Ofaveolata258727	Mcavernosa48454
OG0007883	Ofaveolata265888	Mcavernosa18572
OG0007884	Ofaveolata256505	Mcavernosa192544
OG0007885	Ofaveolata264161	Mcavernosa33800
OG0007886	Ofaveolata163685	Mcavernosa34703
OG0007887	Ofaveolata261138	Mcavernosa38344
OG0007888	Ofaveolata260577	Mcavernosa404088
OG0007889	Ofaveolata256130	Mcavernosa110680
OG0007890	Ofaveolata268091	Mcavernosa12981
OG0007891	Ofaveolata265805	Mcavernosa113946
OG0007892	Ofaveolata261208	Mcavernosa109181
OG0007893	Ofaveolata267485	Mcavernosa214863
OG0007894	Ofaveolata261010	Mcavernosa34812
OG0007895	Ofaveolata266735	Mcavernosa31920
OG0007896	Ofaveolata256842	Mcavernosa56226
OG0007897	Ofaveolata263992	Mcavernosa31999
OG0007898	Ofaveolata251984	Mcavernosa136077
OG0007899	Ofaveolata264230	Mcavernosa35563
OG0007901	Ofaveolata268394	Mcavernosa13560
OG0007902	Ofaveolata264296	Mcavernosa26507
OG0007903	Ofaveolata268480	Mcavernosa39487
OG0007904	Ofaveolata267120	Mcavernosa2011
OG0007905	Ofaveolata251163	Mcavernosa142504
OG0007906	Ofaveolata248978	Mcavernosa59008
OG0007907	Ofaveolata262572	Mcavernosa29372
OG0007908	Ofaveolata253635	Mcavernosa29897
OG0007909	Ofaveolata263190	Mcavernosa44718
OG0007910	Ofaveolata265513	Mcavernosa21622
OG0007911	Ofaveolata244614	Mcavernosa87188
OG0007912	Ofaveolata269809	Mcavernosa23426
OG0007913	Ofaveolata257978	Mcavernosa284295
OG0007914	Ofaveolata261151	Mcavernosa32136
OG0007915	Ofaveolata252548	Mcavernosa14040
OG0007916	Ofaveolata268119	Mcavernosa3175
OG0007917	Ofaveolata257513	Mcavernosa204662
OG0007918	Ofaveolata260834	Mcavernosa11518
OG0007919	Ofaveolata246802	Mcavernosa32082
OG0007920	Ofaveolata250938	Mcavernosa12132
OG0007921	Ofaveolata211588	Mcavernosa49981
OG0007922	Ofaveolata257030	Mcavernosa148016
OG0007923	Ofaveolata268675	Mcavernosa141027
OG0007924	Ofaveolata252276	Mcavernosa68218
OG0007925	Ofaveolata252931	Mcavernosa11097
OG0007926	Ofaveolata235569	Mcavernosa82522
OG0007928	Ofaveolata262850	Mcavernosa11824
OG0007929	Ofaveolata262794	Mcavernosa80360
